Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
1,David West\david-west-1,2000,2003,Xavier,A-10,126,4210,,.598,.538,,,16.3,10.7,,5.0,15.2,26.8,,,,13.7,18.0,31.7,,,
2,Nick Fazekas\nick-fazekas-1,2004,2007,Nevada,WAC,131,3944,,.612,.566,,,18.6,12.4,,3.3,10.1,30.7,,,,16.7,13.4,30.2,,,
3,Shane Battier\shane-battier-1,1998,2001,Duke,ACC,146,3450,,.632,.594,,,,,,,9.2,,,,,13.5,16.3,29.8,,,
4,Shelden Williams\shelden-williams-1,2003,2006,Duke,ACC,139,3903,,.611,.573,,,18.3,6.3,,7.3,16.9,24.0,,,,12.4,16.8,29.2,,,
5,Tyler Hansbrough\tyler-hansbrough-1,2006,2009,North Carolina,ACC,142,4394,,.613,.539,,,15.1,6.2,,1.0,11.3,27.2,,,,17.2,11.3,28.5,,,
6,Stephen Curry\stephen-curry-1,2007,2009,Davidson,Southern,104,3387,,.620,.578,,,6.9,40.2,,0.6,12.9,38.3,,,,18.0,9.3,27.3,,,
7,Doug McDermott\doug-mcdermott-1,2011,2014,Creighton,Total,145,4569,30.2,.652,.616,8.2,20.6,14.8,10.4,0.5,0.3,11.7,32.3,2684,123.3,103.6,21.6,5.2,26.8,8.0,-1.5,6.5
8,Jameel Warney\jameel-warney-1,2013,2016,Stony Brook,AEC,135,4140,31.3,.601,.596,13.0,22.4,17.7,12.8,1.5,7.7,9.4,24.2,2021,125.5,90.0,16.4,10.4,26.8,4.4,4.6,9.0
9,Matt Howard\matt-howard-1,2008,2011,Butler,Horizon,141,3828,25.0,.612,.539,9.8,18.4,14.4,9.6,1.9,3.2,12.2,25.8,1008,121.6,94.8,15.5,10.8,26.4,7.2,2.9,10.1
10,James Augustine\james-augustine-1,2003,2006,Illinois,Big Ten,137,3717,,.641,.621,,,16.6,7.7,,2.8,15.6,17.9,,,,11.2,15.0,26.2,,,
11,Mike Daum\mike-daum-1,2016,2019,South Dakota State,Summit,137,4038,32.7,.630,.572,8.6,24.9,17.2,10.2,1.1,2.4,10.9,33.9,2816,123.9,101.4,20.0,6.1,26.1,5.6,-1.4,4.2
12,Kyle Singler\kyle-singler-1,2008,2011,Duke,ACC,148,4887,21.6,.548,.504,7.5,14.0,11.6,11.9,1.6,1.8,12.6,24.7,1272,117.8,94.0,13.5,12.2,25.7,4.6,2.2,6.8
13,Nick Collison\nick-collison-1,2000,2003,Kansas,Big 12,142,3888,,.583,.570,,,15.1,8.5,2.4,4.0,16.1,22.6,,,,11.0,14.2,25.2,,,
14,Lamont Barnes\lamont-barnes-1,1997,2000,Temple,A-10,129,,,.562,.537,,,,,,,,,,,,8.1,17.0,25.1,,,
15,Jaycee Carroll\jaycee-carroll-1,2005,2008,Utah State,Total,134,4596,,.651,.619,,,8.7,14.3,,0.3,12.0,25.9,,,,20.5,4.5,25.0,,,
16,Taylor Coppenrath\taylor-coppenrath-1,2002,2005,Vermont,AEC,114,4001,,.573,.517,,,11.9,10.4,,1.5,9.7,29.7,,,,13.6,11.1,24.8,,,
17,Kenyon Martin\kenyon-martin-1,1997,2000,Cincinnati,CUSA,116,2042,,.592,.587,,,,,,,14.3,,,,,8.2,16.4,24.7,,,
18,Paul Millsap\paul-millsap-1,2004,2006,Louisiana Tech,WAC,92,3240,,.594,.579,,,19.3,5.6,,3.5,13.5,23.7,,,,10.9,13.7,24.6,,,
19,John Konchar\john-konchar-1,2016,2019,Purdue-Fort Wayne,Summit,133,4675,25.7,.643,.627,7.6,20.4,14.0,20.9,3.2,1.8,13.3,19.2,2225,130.7,101.7,17.5,6.9,24.4,5.2,2.1,7.3
20,Alec Peters\alec-peters-1,2014,2017,Valparaiso,Horizon,134,4250,25.3,.621,.576,7.4,18.7,13.3,11.0,1.4,1.0,11.6,25.6,2121,124.2,96.4,16.1,8.3,24.4,5.5,0.4,5.9
21,Kenneth Faried\kenneth-faried-1,2008,2011,Morehead State,OVC,136,3964,33.5,.579,.570,18.2,33.9,25.8,6.0,3.3,8.5,14.9,26.1,1125,117.7,83.9,11.8,12.4,24.3,4.0,5.9,9.9
22,Trevor Booker\trevor-booker-1,2007,2010,Clemson,ACC,134,3806,26.4,.584,.569,10.1,20.4,16.4,14.0,2.5,4.8,15.0,23.3,482,115.4,89.0,10.5,13.3,23.8,,,
23,Joey Dorsey\joey-dorsey-1,2005,2008,Memphis,CUSA,149,3231,,.571,.614,,,20.2,3.0,,5.9,18.3,14.8,,,,5.0,18.9,23.8,,,
24,Nate Wolters\nate-wolters-1,2010,2013,South Dakota State,Summit,127,4204,28.1,.560,.497,3.4,14.6,8.8,33.9,2.7,0.5,11.8,29.3,2455,120.7,102.8,19.1,4.7,23.8,7.3,-0.3,7.0
25,Gary Clark\gary-clark-2,2015,2018,Cincinnati,AAC,139,4003,25.5,.583,.551,12.6,20.1,16.4,14.2,2.5,5.1,11.2,18.4,1530,127.1,88.2,12.8,10.9,23.7,5.1,7.0,12.1
26,Caleb Green\caleb-green-1,2004,2007,Oral Roberts,Mid-Cont,128,4174,,.607,.542,,,16.4,15.2,,0.6,17.5,30.4,,,,15.9,7.7,23.7,,,
27,J.J. Redick\jj-redick-1,2003,2006,Duke,ACC,139,4732,,.615,.553,,,4.3,12.7,,0.1,11.6,25.7,,,,18.4,5.1,23.5,,,
28,Jon Scheyer\jon-scheyer-1,2007,2010,Duke,ACC,144,4759,25.1,.584,.509,2.4,8.5,6.3,17.5,2.7,0.5,10.6,20.5,724,132.1,94.8,14.9,8.6,23.5,,,
29,Etan Thomas\etan-thomas-1,1997,2000,Syracuse,Big East,122,2261,,.608,.600,,,,,,,15.9,,,,,9.3,14.2,23.5,,,
30,Thomas Walkup\thomas-walkup-1,2013,2016,Stephen F. Austin,Southland,135,3532,26.7,.628,.586,10.4,16.4,13.3,23.0,3.0,1.1,13.4,22.9,1766,129.3,91.1,14.9,8.6,23.5,5.8,2.8,8.5
31,Ivan McFarlin\ivan-mcfarlin-1,2002,2005,Oklahoma State,Big 12,132,3876,,.606,.585,,,14.8,8.3,,2.4,15.6,19.1,,,,10.2,13.2,23.4,,,
32,Craig Smith\craig-smith-1,2003,2006,Boston College,Total,130,4415,,.583,.563,,,14.5,11.0,,1.4,12.7,27.0,,,,13.2,10.2,23.4,,,
33,Kenny Thomas\kenny-thomas-1,1996,1999,New Mexico,WAC,123,2884,,.610,.563,,,,,,,19.0,,,,,13.3,10.0,23.3,,,
34,Ahmad Nivins\ahmad-nivins-1,2006,2009,Saint Joseph's,A-10,126,4156,,.666,.627,,,14.6,4.6,,3.1,17.3,21.6,,,,15.6,7.5,23.1,,,
35,Michael Wilkinson\michael-wilkinson-1,2002,2005,Wisconsin,Big Ten,130,4023,,.566,.518,,,13.8,13.5,,2.7,12.9,22.6,,,,8.6,14.5,23.1,,,
36,Jimmer Fredette\jimmer-fredette-1,2008,2011,Brigham Young,MWC,139,4119,30.7,.596,.535,2.4,8.3,5.0,26.3,2.1,0.3,13.8,30.5,1723,120.8,99.1,16.8,6.2,23.0,10.2,-0.7,9.5
37,Troy Bell\troy-bell-1,2000,2003,Boston College,Big East,122,4357,,.588,.508,,,,,,,13.6,,,,,15.3,7.6,22.9,,,
38,Brett Blizzard\brett-blizzard-1,2000,2003,North Carolina-Wilmington,CAA,125,2291,,.570,.540,,,6.8,21.1,,0.9,11.1,28.0,,,,12.9,10.0,22.9,,,
39,Randal Falker\randal-falker-1,2005,2008,Southern Illinois,MVC,137,3502,,.572,.556,,,15.2,6.7,,4.4,19.4,15.6,,,,7.9,15.0,22.9,,,
40,Josh Hart\josh-hart-1,2014,2017,Villanova,Big East,146,4093,23.7,.614,.589,7.8,15.5,12.0,13.3,2.4,1.2,11.0,22.7,1846,125.0,95.3,14.4,8.5,22.9,6.9,3.7,10.6
41,Mike Muscala\mike-muscala-1,2010,2013,Bucknell,Patriot,133,3815,29.5,.574,.508,10.1,24.9,17.8,13.7,0.9,7.9,10.9,28.4,1962,117.7,91.7,14.6,8.3,22.9,3.7,4.6,8.4
42,Marqus Blakely\marqus-blakely-1,2007,2010,Vermont,AEC,129,3675,30.7,.588,.573,11.3,19.7,15.8,21.6,4.3,6.2,17.2,26.1,631,113.6,86.8,11.2,11.5,22.8,,,
43,George Evans\george-evans-1,1998,2001,George Mason,CAA,116,,,.577,.573,,,,,,,13.2,,,,,11.4,11.4,22.8,,,
44,Andre Miller\andre-miller-1,1996,1999,Utah,WAC,134,2938,,.571,.538,,,,,,,21.4,,,,,10.3,12.5,22.8,,,
45,Tai Wesley\tai-wesley-1,2008,2011,Utah State,WAC,139,3768,29.3,.629,.599,13.1,17.9,14.9,20.5,1.5,4.2,16.8,24.8,1002,124.3,90.9,14.7,8.0,22.8,5.9,5.8,11.8
46,Chris Clemons\chris-clemons-2,2016,2019,Campbell,Big South,130,4433,28.8,.594,.540,1.7,14.0,8.0,18.9,2.8,1.2,10.7,36.1,2915,115.2,103.6,16.9,5.8,22.7,5.9,-3.5,2.4
47,Kyle Hines\kyle-hines-1,2005,2008,North Carolina-Greensboro,Southern,120,3948,,.592,.586,,,14.9,10.7,,6.4,16.4,26.4,,,,12.9,9.8,22.7,,,
48,Kyle Korver\kyle-korver-1,2000,2003,Creighton,MVC,128,3540,,.667,.629,,,11.4,19.0,,1.4,14.6,22.6,,,,15.6,7.1,22.7,,,
49,Jody Lumpkin\jody-lumpkin-1,1997,2001,Total,Total,116,,,.607,.578,,,,,,,11.3,,,,,10.3,12.4,22.7,,,
50,Wally Szczerbiak\wally-szczerbiak-1,1996,1999,Miami (OH),MAC,105,2390,,.621,.590,,,,,,,14.3,,,,,14.5,8.2,22.7,,,
51,Robert Dozier\robert-dozier-1,2006,2009,Memphis,CUSA,148,3704,,.534,.490,,,13.7,8.0,,4.6,15.9,20.2,,,,5.0,17.5,22.5,,,
52,Rashad Phillips\rashad-phillips-1,1998,2001,Detroit Mercy,MW Coll,129,,,.592,.534,,,,,,,16.2,,,,,15.9,6.6,22.5,,,
53,Jason Maxiell\jason-maxiell-1,2002,2005,Cincinnati,CUSA,129,3563,,.548,.508,,,13.2,7.4,,5.6,11.7,23.3,,,,6.7,15.7,22.4,,,
54,Kevin Pangos\kevin-pangos-1,2012,2015,Gonzaga,WCC,142,4689,19.2,.602,.557,1.3,8.6,5.2,20.5,2.3,0.2,12.8,19.3,1819,125.4,99.3,15.1,7.3,22.4,6.5,1.7,8.2
55,Isaac Spencer\isaac-spencer-1,1998,2001,Murray State,OVC,127,,,.585,.554,,,,,,,20.9,,,,,12.5,9.8,22.4,,,
56,Tyler Haws\tyler-haws-1,2010,2015,Brigham Young,Total,139,4427,24.4,.590,.521,4.6,10.4,7.5,11.9,1.7,0.7,9.6,27.6,2439,122.0,103.9,17.3,5.0,22.3,5.4,-0.9,4.5
57,Andre Hutson\andre-hutson-1,1998,2001,Michigan State,Big Ten,138,,,.642,.609,,,,,,,13.3,,,,,11.6,10.7,22.3,,,
58,Emeka Okafor\emeka-okafor-1,2002,2004,Connecticut,Big East,103,3274,,.591,.590,,,17.5,4.6,,8.3,14.6,23.5,,,,8.2,14.1,22.3,,,
59,Matthew Dellavedova\matthew-dellavedova-1,2010,2013,Saint Mary's (CA),WCC,136,4944,19.5,.575,.516,2.9,8.7,5.8,28.6,1.8,0.1,16.9,21.2,2125,120.6,102.8,16.6,5.6,22.2,6.0,-0.2,5.8
60,Robbie Hummel\robbie-hummel-1,2008,2012,Purdue,Big Ten,127,3830,26.7,.577,.525,5.9,22.7,13.7,13.8,1.6,3.2,8.2,24.2,928,122.9,96.2,12.8,9.3,22.2,6.0,2.1,8.1
61,Omar Samhan\omar-samhan-1,2007,2010,Saint Mary's (CA),WCC,133,3505,33.8,.575,.543,13.7,24.6,17.9,9.1,0.8,5.8,12.0,26.1,663,120.6,93.1,10.7,11.5,22.1,,,
62,Keith Simmons\keith-simmons-1,2004,2007,Holy Cross,Patriot,126,3539,,.621,.584,,,10.0,10.4,,1.2,12.2,21.8,,,,13.2,8.9,22.1,,,
63,Mike Harris\mike-harris-1,2002,2005,Rice,WAC,121,3471,,.643,.617,,,,,,,12.3,,,,,15.4,6.5,22.0,,,
64,Roy Hibbert\roy-hibbert-1,2005,2008,Georgetown,Big East,136,3169,,.626,.605,,,16.2,13.1,,6.3,14.9,24.6,,,,11.7,10.3,22.0,,,
65,Diamon Simpson\diamon-simpson-1,2006,2009,Saint Mary's (CA),WCC,128,3665,,.548,.518,,,17.3,5.7,,4.8,14.9,23.2,,,,6.8,15.2,22.0,,,
66,Seth Tuttle\seth-tuttle-1,2012,2015,Northern Iowa,MVC,136,3672,28.2,.642,.595,9.7,22.4,16.2,19.1,2.2,3.1,16.5,25.5,1778,122.3,95.3,14.7,7.2,21.9,5.7,4.1,9.8
67,Josh Alexander\josh-alexander-1,2006,2009,Stephen F. Austin,Southland,120,3693,,.597,.566,,,10.1,6.9,,1.0,12.0,24.2,,,,11.6,10.2,21.8,,,
68,JaJuan Johnson\jajuan-johnson-1,2008,2011,Purdue,Big Ten,140,3856,26.8,.556,.506,8.4,19.1,13.2,6.0,1.6,6.7,9.8,26.9,1119,114.7,90.0,10.3,11.5,21.8,3.7,4.9,8.6
69,Bryant Dunston\bryant-dunston-1,2005,2008,Fordham,A-10,120,2833,,.585,.548,,,16.1,14.2,,5.8,14.5,26.1,,,,11.2,10.5,21.7,,,
70,James Moore\james-moore-1,2001,2004,New Mexico State,Sun Belt,110,2437,,.619,.564,,,12.2,6.1,,3.7,14.4,23.7,,,,11.5,10.1,21.6,,,
71,Raitis Grafs\raitis-grafs-1,2000,2003,Valparaiso,Mid-Cont,127,1872,,.597,.568,,,12.1,12.6,,4.8,13.4,23.0,,,,10.5,11.0,21.5,,,
72,Lee Cummard\lee-cummard-1,2006,2009,Brigham Young,MWC,131,3602,,.646,.608,,,11.1,22.3,,2.2,14.9,22.9,,,,12.4,9.0,21.4,,,
73,Sean Kilpatrick\sean-kilpatrick-1,2011,2014,Cincinnati,Total,140,4315,22.2,.552,.512,4.6,12.3,8.2,15.0,2.4,0.6,10.8,26.0,1948,117.0,96.3,13.7,7.8,21.4,6.7,1.1,7.8
74,John Brown\john-brown-3,2013,2016,High Point,Big South,119,3535,33.2,.590,.554,13.3,14.5,13.9,12.3,3.1,5.5,9.0,30.8,2086,122.9,100.7,16.0,5.3,21.3,4.8,1.1,5.9
75,Juan Mendez\juan-mendez-1,2002,2005,Niagara,MAAC,123,3831,,.610,.551,,,15.2,5.0,,2.1,13.0,22.8,,,,13.4,7.9,21.3,,,
76,Channing Frye\channing-frye-1,2002,2005,Arizona,Pac-10,133,3686,,.601,.565,,,14.4,9.7,,4.7,11.4,21.9,,,,10.3,10.9,21.2,,,
77,Nate Harris\nate-harris-1,2003,2006,Utah State,Total,126,3422,,.662,.647,,,14.1,14.6,,2.1,14.4,21.4,,,,13.3,8.0,21.2,,,
78,Ken Horton\ken-horton-1,2008,2012,Central Connecticut State,NEC,116,3865,29.5,.600,.561,9.4,21.1,13.6,11.9,2.9,4.3,11.3,25.2,1034,124.2,93.6,13.9,7.4,21.2,6.2,2.1,8.3
79,James Thompson IV\james-thompsoniv-1,2016,2019,Eastern Michigan,MAC,132,4278,25.3,.643,.635,15.2,22.7,19.0,3.7,1.3,4.7,13.7,18.9,1810,126.8,99.3,13.9,7.3,21.2,2.3,0.8,3.1
80,Jarvis Varnado\jarvis-varnado-1,2007,2010,Mississippi State,SEC,141,3594,28.4,.597,.590,10.6,22.9,16.1,5.3,1.2,11.9,14.0,18.9,477,115.7,86.0,8.7,12.6,21.2,,,
81,Melvin Ely\melvin-ely-1,1999,2002,Fresno State,WAC,124,4031,,.595,.578,,,,,,,15.6,,,,,11.3,9.8,21.1,,,
82,Terence Morris\terence-morris-1,1998,2001,Maryland,ACC,136,3095,,.574,.534,,,,,,,14.8,,,,,9.1,12.0,21.1,,,
83,Mamadou N'Diaye\mamadou-ndiaye-1,1997,2000,Auburn,SEC,128,2038,,.543,.506,,,15.2,5.9,2.3,10.6,,,,,,3.9,17.2,21.1,,,
84,Will Thomas\will-thomas-1,2005,2008,George Mason,CAA,131,4144,,.619,.617,,,,,,,11.1,,,,,11.7,9.3,21.1,,,
85,Noah Dahlman\noah-dahlman-1,2008,2011,Wofford,Southern,128,3636,31.5,.627,.599,12.3,12.0,12.1,8.2,1.7,1.4,8.5,27.4,1134,131.7,101.1,16.4,4.6,21.0,8.2,-1.8,6.4
86,Jared Dudley\jared-dudley-1,2004,2007,Boston College,Total,130,4727,,.595,.548,,,12.1,17.4,,0.5,13.3,21.5,,,,12.9,8.1,21.0,,,
87,Ethan Happ\ethan-happ-1,2016,2019,Wisconsin,Big Ten,139,4120,28.5,.548,.544,10.4,25.3,17.8,26.0,3.3,4.1,15.4,30.1,2190,108.9,90.4,10.6,10.5,21.0,4.8,7.9,12.7
88,Mike Sweetney\mike-sweetney-1,2001,2003,Georgetown,Big East,96,2781,,.597,.544,,,17.0,13.6,,5.4,13.9,28.5,,,,10.4,10.6,21.0,,,
89,Jermaine Hall\jermaine-hall-1,2000,2003,Wagner,NEC,117,2004,,.608,.582,,,12.4,9.0,,2.1,12.9,28.1,,,,13.8,7.1,20.9,,,
90,Jerome Jordan\jerome-jordan-1,2007,2010,Tulsa,CUSA,133,3214,27.4,.605,.567,9.6,24.0,17.6,8.3,0.9,8.2,17.7,24.2,511,115.6,92.2,10.3,10.6,20.9,,,
91,Fred VanVleet\fred-van-vleet-1,2013,2016,Wichita State,MVC,141,3775,22.8,.551,.491,2.8,12.0,7.3,34.4,3.7,0.4,13.7,21.1,1597,121.1,91.8,12.0,8.8,20.9,5.9,3.6,9.5
92,Hakim Warrick\hakim-warrick-1,2002,2005,Syracuse,Big East,135,4186,,.572,.539,,,12.8,10.4,,2.0,14.7,25.5,,,,10.8,10.0,20.9,,,
93,Monte Morris\monte-morris-1,2014,2017,Iowa State,Big 12,140,4734,20.5,.566,.533,2.7,9.2,6.1,27.5,2.7,0.9,9.9,17.7,1958,126.2,103.6,14.7,6.1,20.8,6.1,2.6,8.7
94,Damion James\damion-james-1,2007,2010,Texas,Big 12,142,4156,28.8,.541,.514,11.0,23.9,16.6,7.5,3.0,3.0,12.7,23.7,564,119.8,87.8,7.8,12.8,20.7,,,
95,Joseph Jones\joseph-jones-1,2005,2008,Texas A&M,Big 12,131,3507,,.585,.539,,,15.0,9.4,,2.1,12.9,23.7,,,,10.0,10.7,20.7,,,
96,T.J. Lux\tj-lux-1,1996,2000,Northern Illinois,Total,116,,,.542,.500,,,,,,,,,,,,8.6,12.1,20.7,,,
97,Spencer Nelson\spencer-nelson-1,1999,2005,Utah State,Big West,120,2445,,.667,.635,,,19.9,18.5,,1.9,19.6,22.6,,,,12.2,8.5,20.7,,,
98,Juan Dixon\juan-dixon-1,1999,2002,Maryland,ACC,141,4002,,.582,.538,,,7.0,15.8,,0.4,15.4,26.1,,,,12.2,8.4,20.6,,,
99,Chevon Troutman\chevon-troutman-1,2002,2005,Pittsburgh,Big East,124,2991,,.640,.633,,,14.0,12.0,,2.3,16.5,20.2,,,,10.5,10.1,20.6,,,
100,Aaron White\aaron-white-3,2012,2015,Iowa,Big Ten,140,3939,24.9,.611,.543,8.4,18.0,13.2,10.1,2.3,2.4,12.2,22.1,1740,124.2,98.0,14.0,6.6,20.6,6.1,2.9,9.0
101,Kendall Williams\kendall-williams-1,2011,2014,New Mexico,MWC,137,4450,20.4,.581,.517,2.4,9.7,6.2,29.0,2.5,0.4,15.5,21.7,1876,118.5,98.3,13.4,7.3,20.6,5.9,1.7,7.7
102,Ron Baker\ron-baker-1,2013,2016,Wichita State,MVC,124,3795,22.1,.579,.534,3.1,13.3,8.1,19.1,2.7,2.4,11.1,22.1,1555,121.3,92.2,11.7,8.8,20.5,6.3,4.0,10.4
103,Brian Cook\brian-cook-1,2000,2003,Illinois,Big Ten,132,3389,,.592,.547,,,14.2,14.0,,1.0,15.3,32.8,,,,10.6,9.9,20.5,,,
104,Ike Diogu\ike-diogu-1,2003,2005,Arizona State,Pac-10,91,3190,,.655,.590,,,14.6,9.3,,3.9,17.0,27.6,,,,15.0,5.5,20.5,,,
105,Ryan Gomes\ryan-gomes-1,2002,2005,Providence,Big East,116,4077,,.592,.546,,,15.3,13.8,,0.8,12.9,23.8,,,,13.1,7.5,20.5,,,
106,Kevin Jones\kevin-jones-5,2009,2012,West Virginia,Big East,139,4347,23.3,.551,.531,11.7,17.0,14.2,7.3,1.1,2.6,7.6,20.8,1465,123.9,100.9,13.1,7.4,20.5,5.6,1.8,7.3
107,Kevin Lyde\kevin-lyde-1,1999,2002,Temple,A-10,133,933,,.519,.514,,,14.7,11.0,,3.3,11.3,17.1,,,,3.9,16.6,20.5,,,
108,C.J. McCollum\cj-mccollum-1,2010,2013,Lehigh,Patriot,111,3657,29.1,.563,.501,5.2,17.0,11.0,20.1,3.6,1.5,11.3,32.4,2202,114.7,95.7,13.9,6.6,20.5,5.6,1.7,7.3
109,Da'Sean Butler\dasean-butler-1,2007,2010,West Virginia,Big East,146,4491,22.5,.546,.510,5.0,15.4,10.4,13.4,1.7,0.7,11.6,24.6,616,121.3,98.5,11.2,9.2,20.4,,,
110,Isaiah Canaan\isaiah-canaan-1,2010,2013,Murray State,OVC,132,3876,22.9,.606,.558,2.4,9.3,5.9,22.2,2.4,0.3,15.5,26.7,1930,118.7,98.0,14.3,6.1,20.4,5.9,-1.2,4.7
111,Malcolm Delaney\malcolm-delaney-1,2008,2011,Virginia Tech,ACC,136,4692,22.1,.567,.484,2.7,8.4,5.9,24.4,2.3,0.5,15.9,25.4,1279,114.6,97.8,13.4,7.0,20.4,6.7,1.4,8.1
112,Udonis Haslem\udonis-haslem-1,1999,2002,Florida,SEC,130,3236,,.614,.584,,,,,,,15.2,,,,,11.7,8.7,20.4,,,
113,Arsalan Kazemi\arsalan-kazemi-1,2010,2013,Total,Total,130,3776,26.5,.604,.559,12.3,30.0,20.9,11.4,3.5,3.3,15.5,20.2,1550,119.3,89.8,11.5,8.9,20.4,4.4,5.4,9.7
114,Raef LaFrentz\raef-lafrentz-1,1996,1998,Kansas,Total,100,2864,,.595,.564,,,,,,,12.3,,,,,10.2,10.3,20.4,,,
115,Malcolm Brogdon\malcolm-brogdon-1,2012,2016,Virginia,ACC,136,4157,20.6,.556,.496,2.6,14.3,8.7,17.7,1.9,0.9,11.3,25.3,1714,114.9,94.0,11.3,9.0,20.3,5.3,3.6,8.8
116,Casey Calvary\casey-calvary-1,1998,2001,Gonzaga,WCC,134,,,.621,.619,,,,,,,12.5,,,,,10.4,9.8,20.3,,,
117,John Bryant\john-bryant-1,2006,2009,Santa Clara,WCC,124,3102,,.610,.577,,,,,,,15.8,,,,,11.9,8.3,20.2,,,
118,Charles Jenkins\charles-jenkins-1,2008,2011,Hofstra,CAA,128,4592,27.5,.563,.505,2.5,9.4,6.6,26.0,2.9,1.4,14.7,28.4,1365,120.0,103.6,13.9,6.2,20.2,10.0,-1.1,8.9
119,Damion Lee\damion-lee-1,2012,2016,Total,Total,125,4104,22.7,.578,.521,3.3,15.2,9.1,14.6,2.2,0.7,11.1,26.0,1820,117.9,98.4,13.5,6.6,20.2,6.1,0.5,6.6
120,T.J. McConnell\tj-mcconnell-1,2011,2015,Total,Total,139,4425,20.3,.573,.551,2.5,12.0,7.2,31.9,4.3,0.6,18.5,17.4,1601,116.3,92.5,10.3,9.9,20.2,4.8,4.3,9.1
121,Shabazz Napier\shabazz-napier-1,2011,2014,Connecticut,Total,143,4614,21.6,.562,.501,2.7,11.6,7.3,29.2,3.4,0.7,16.7,24.0,2047,114.0,98.6,12.8,7.4,20.2,6.6,2.5,9.1
122,Michael Ruffin\michael-ruffin-1,1996,1999,Tulsa,Total,128,2717,,.551,.530,,,,,,,21.1,,,,,5.9,14.3,20.2,,,
123,Romain Sato\romain-sato-1,2001,2004,Xavier,A-10,130,3652,,.567,.520,,,11.8,12.2,,0.7,10.7,22.5,,,,10.5,9.6,20.2,,,
124,Ben Uzoh\ben-uzoh-1,2007,2010,Tulsa,CUSA,141,4549,22.2,.564,.513,3.4,11.5,8.9,20.9,1.7,1.7,16.2,23.2,550,116.2,99.6,11.2,9.0,20.2,,,
125,Leon Williams\leon-williams-1,2005,2008,Ohio,MAC,127,3638,,.632,.608,,,18.4,6.1,,1.5,15.6,22.8,,,,12.9,7.2,20.2,,,
126,Elias Harris\elias-harris-1,2010,2013,Gonzaga,WCC,135,3785,24.3,.587,.547,9.0,21.7,15.6,9.7,1.9,2.1,13.3,24.6,1747,117.5,93.2,12.3,7.8,20.1,3.6,3.1,6.7
127,D.J. Cooper\dj-cooper-1,2010,2013,Ohio,MAC,143,4835,21.7,.511,.460,3.6,11.8,7.5,39.8,4.0,0.7,18.0,25.9,2355,107.5,96.6,11.6,8.4,20.0,4.6,0.9,5.5
128,Kirk Hinrich\kirk-hinrich-1,2000,2003,Kansas,Big 12,141,4188,,.616,.587,,,5.6,25.3,2.5,2.3,21.1,15.7,,,,11.5,8.5,20.0,,,
129,Lonny Baxter\lonny-baxter-1,1999,2002,Maryland,ACC,138,3373,,.571,.554,,,14.6,5.0,,4.3,12.1,24.4,,,,9.0,10.9,19.9,,,
130,Aaron Craft\aaron-craft-1,2011,2014,Ohio State,Big Ten,148,4818,17.2,.558,.507,1.8,10.8,6.3,26.0,4.3,0.5,21.6,16.4,1522,110.6,90.6,8.6,11.3,19.9,4.3,5.6,9.9
131,Jameer Nelson\jameer-nelson-1,2001,2004,Saint Joseph's,A-10,125,4311,,.573,.527,,,,,,,17.2,,,,,11.7,8.2,19.9,,,
132,Trevor Releford\trevor-releford-1,2011,2014,Alabama,SEC,134,4367,21.4,.595,.544,2.3,9.3,5.8,20.6,3.8,0.3,16.1,23.1,1792,114.7,96.0,11.9,8.1,19.9,5.4,2.3,7.8
133,Hasheem Thabeet\hasheem-thabeet-1,2007,2009,Connecticut,Big East,100,2931,,.624,.611,,,17.9,2.9,,9.2,17.5,19.0,,,,7.2,12.8,19.9,,,
134,Jevon Carter\jevon-carter-1,2015,2018,West Virginia,Big 12,144,4299,19.9,.534,.491,3.2,11.7,7.1,24.3,4.4,1.0,13.8,21.0,1799,116.1,93.8,10.4,9.4,19.8,6.0,4.4,10.4
135,Matt Kingsley\matt-kingsley-1,2006,2009,Stephen F. Austin,Southland,122,2826,,.576,.530,,,13.9,6.8,,3.2,12.2,28.7,,,,8.9,10.9,19.8,,,
136,Peyton Aldridge\peyton-aldridge-1,2015,2018,Davidson,A-10,130,4540,22.2,.596,.558,5.8,16.5,11.3,12.4,0.9,2.7,8.4,22.8,2046,122.2,105.3,14.5,5.1,19.7,4.8,1.0,5.9
137,Keith Benson\keith-benson-1,2008,2011,Oakland,Summit,135,3616,29.4,.597,.562,10.3,25.1,17.3,5.2,1.1,8.8,10.3,23.7,1144,122.1,97.4,12.8,6.9,19.7,1.6,3.6,5.2
138,Chris McNaughton\chris-mcnaughton-1,2004,2007,Bucknell,Patriot,125,3249,,.621,.600,,,13.1,8.6,,2.0,18.4,25.6,,,,12.2,7.5,19.7,,,
139,Hollis Price\hollis-price-1,2000,2003,Oklahoma,Big 12,136,2307,,.584,.537,,,4.9,16.9,,0.3,13.4,24.4,,,,11.3,8.5,19.7,,,
140,Sam Young\sam-young-1,2006,2009,Pittsburgh,Big East,143,3642,,.564,.538,,,11.4,7.9,,2.3,13.8,26.9,,,,9.1,10.5,19.7,,,
