Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
704,Ray McCallum\ray-mccallum-2,2011,2013,Detroit Mercy,Horizon,102,3519,22.8,.556,.507,4.2,13.1,8.4,25.9,2.9,1.0,13.8,23.7,1668,116.6,102.7,11.2,3.9,15.1,5.0,-0.1,4.9
705,Mickey McConnell\mickey-mcconnell-1,2008,2011,Saint Mary's (CA),WCC,124,3364,22.0,.646,.605,1.6,6.2,3.9,25.2,2.2,0.5,18.7,17.8,1068,131.1,103.1,11.1,4.0,15.1,7.9,-0.6,7.3
706,Shonn Miller\shonn-miller-1,2012,2016,Total,Total,121,3341,23.5,.562,.511,4.9,23.9,14.2,6.9,2.9,6.5,10.7,23.9,1354,110.4,91.0,7.4,7.7,15.1,0.8,3.9,4.7
707,Scott Padgett\scott-padgett-1,1997,1999,Kentucky,SEC,108,1834,,.572,.535,,,,,,,15.3,,,,,6.9,8.2,15.1,,,
708,Jason Perez\jason-perez-1,1997,2000,Wichita State,MVC,117,,,.551,.516,,,,,,,,,,,,9.1,6.0,15.1,,,
709,Shawnta Rogers\shawnta-rogers-1,1996,1999,George Washington,A-10,114,,,.522,.463,,,,,,,,,,,,6.2,8.9,15.1,,,
710,Ahmaad Rorie\ahmaad-rorie-1,2015,2019,Total,Total,136,4115,18.4,.550,.511,2.6,10.8,6.7,20.1,1.5,0.5,11.1,22.7,1799,115.5,105.2,10.5,4.6,15.1,2.8,-1.0,1.7
711,Goran Suton\goran-suton-1,2006,2009,Michigan State,Big Ten,134,3214,,.566,.535,,,17.0,11.3,,2.1,19.8,17.7,,,,5.7,9.4,15.1,,,
712,Tyshawn Taylor\tyshawn-taylor-1,2009,2012,Kansas,Big 12,146,4039,17.2,.566,.529,1.4,7.4,4.6,25.9,2.5,0.7,21.3,21.8,1306,107.6,97.0,8.5,6.6,15.1,3.7,1.5,5.2
713,Chris Thomas\chris-thomas-4,2002,2005,Notre Dame,Big East,128,4813,,.518,.464,,,6.4,35.2,,0.3,16.1,27.8,,,,6.8,8.3,15.1,,,
714,Rashawn Thomas\rashawn-thomas-1,2014,2017,Texas A&M-Corpus Christi,Southland,125,3475,26.6,.588,.555,10.6,22.0,16.4,12.0,2.0,7.5,18.1,31.0,1922,108.0,96.6,8.4,6.7,15.1,-0.3,2.3,2.0
715,Robert Vaden\robert-vaden-1,2005,2009,Total,Total,127,4456,,.548,.519,,,7.8,15.8,,0.7,15.9,25.4,,,,8.7,6.3,15.1,,,
716,A.D. Vassallo\ad-vassallo-1,2006,2009,Virginia Tech,ACC,133,3806,,.568,.537,,,8.9,13.1,,1.2,13.2,24.6,,,,9.4,5.8,15.1,,,
717,Tyrone Walker\tyrone-walker-1,2001,2004,Winthrop,Big South,115,2496,,.558,.523,,,13.3,14.5,,2.8,15.7,22.5,,,,6.5,8.6,15.1,,,
718,Kevin Anderson\kevin-anderson-1,2008,2011,Richmond,A-10,139,5041,20.3,.532,.487,1.7,7.8,4.9,18.0,2.7,0.5,13.1,25.3,1166,107.8,98.8,9.2,5.8,15.0,3.9,0.2,4.0
719,Travis Bader\travis-bader-1,2011,2014,Oakland,Total,137,4705,18.4,.598,.553,1.5,8.9,4.9,7.1,1.3,0.3,7.1,22.3,1994,123.2,115.5,15.1,-0.1,15.0,5.6,-4.5,1.1
720,Trae Bell-Haynes\trae-bell-haynes-1,2015,2018,Vermont,AEC,139,3944,18.4,.591,.529,2.6,10.3,6.7,26.0,2.3,0.4,21.3,23.8,1736,109.9,99.9,8.5,6.5,15.0,1.4,-0.1,1.3
721,DeJuan Blair\dejuan-blair-1,2008,2009,Pittsburgh,Big East,72,1918,,.582,.568,,,22.7,8.2,,2.9,12.0,24.6,,,,5.4,9.6,15.0,,,
722,Matt Carroll\matt-carroll-1,2000,2003,Notre Dame,Big East,133,4147,,.585,.551,,,7.7,9.9,,0.3,12.0,25.7,,,,10.5,4.6,15.0,,,
723,Richie Frahm\richie-frahm-1,1997,2000,Gonzaga,WCC,130,2526,,.599,.567,,,,,,,11.5,,,,,10.5,4.5,15.0,,,
724,Rashaun Freeman\rashaun-freeman-1,2004,2007,Massachusetts,A-10,118,3586,,.576,.559,,,16.6,7.1,,1.1,17.7,26.2,,,,9.5,5.5,15.0,,,
725,Aaron Gray\aaron-gray-1,2004,2007,Pittsburgh,Big East,113,2360,,.565,.550,,,19.4,14.0,,3.7,15.2,24.9,,,,5.6,9.4,15.0,,,
726,Solomon Hill\solomon-hill-1,2010,2013,Arizona,Total,139,4030,17.9,.582,.538,7.8,15.8,11.8,15.8,1.9,1.3,19.1,19.7,1480,112.1,99.1,9.0,6.0,15.0,4.8,3.6,8.4
727,Shawn James\shawn-james-1,2005,2008,Total,Total,83,2117,,.621,.593,,,15.5,8.5,,13.2,14.6,20.6,,,,6.5,8.5,15.0,,,
728,Torrell Martin\torrell-martin-1,2004,2007,Winthrop,Big South,108,2977,,.577,.565,,,10.1,13.9,,0.9,12.7,23.4,,,,8.0,6.9,15.0,,,
729,Len Matela\len-matela-1,1999,2002,Bowling Green State,MAC,120,1010,,.622,.580,,,16.4,10.1,,2.3,13.2,25.0,,,,10.8,4.3,15.0,,,
730,Kwamain Mitchell\kwamain-mitchell-1,2009,2013,Saint Louis,A-10,124,3939,18.5,.543,.515,1.8,9.1,5.4,24.4,2.9,0.1,16.2,24.7,1195,107.0,93.9,7.8,7.2,15.0,4.4,2.4,6.8
731,A.J. Ogilvy\aj-ogilvy-1,2008,2010,Vanderbilt,SEC,96,2459,27.6,.609,.553,10.5,18.6,14.9,9.9,2.5,4.8,15.9,28.9,421,115.0,92.4,9.6,5.4,15.0,,,
732,Dyshawn Pierre\dyshawn-pierre-1,2013,2016,Dayton,A-10,126,3772,19.1,.570,.536,9.0,18.0,13.6,15.7,1.1,1.2,15.0,20.7,1472,114.4,99.6,9.0,6.0,15.0,3.8,2.2,6.0
733,Kevin Pittsnogle\kevin-pittsnogle-1,2003,2006,West Virginia,Big East,128,3339,,.581,.556,,,10.2,8.6,,2.3,10.3,26.8,,,,9.9,5.1,15.0,,,
734,Juvonte Reddic\juvonte-reddic-1,2011,2014,Virginia Commonwealth,Total,143,3362,22.4,.551,.528,12.3,19.5,15.5,4.8,2.8,4.1,13.9,22.3,1380,110.6,91.6,7.4,7.6,15.0,1.0,3.6,4.6
735,Charles Rhodes\charles-rhodes-1,2005,2008,Mississippi State,SEC,110,2751,,.594,.566,,,13.5,5.6,,3.4,15.7,25.7,,,,8.6,6.3,15.0,,,
736,Jared Sam\jared-sam-1,2015,2018,Southern,SWAC,134,3802,20.0,.577,.516,9.1,17.5,13.3,6.7,1.8,2.7,13.9,19.4,1464,115.9,99.5,8.6,6.4,15.0,-0.7,0.1,-0.7
737,Bernard Thompson\bernard-thompson-2,2012,2015,Florida Gulf Coast,A-Sun,134,4031,19.6,.541,.509,4.9,12.7,8.9,12.7,3.8,0.5,14.1,24.8,1712,107.0,96.8,7.8,7.2,15.0,2.0,0.7,2.7
738,Vedran Vukusic\vedran-vukusic-1,2002,2006,Northwestern,Big Ten,112,3571,,.594,.568,,,7.3,17.0,,1.5,15.6,27.1,,,,11.4,3.6,15.0,,,
739,Chris Warren\chris-warren-2,2008,2011,Mississippi,SEC,115,3812,21.4,.563,.512,0.6,6.2,3.4,22.7,1.5,0.3,13.5,25.9,1180,120.5,107.2,11.4,3.6,15.0,7.7,-3.1,4.6
740,Keith Bogans\keith-bogans-1,2000,2003,Kentucky,SEC,135,3913,,.546,.520,,,,,,,14.7,,,,,8.2,6.8,14.9,,,
741,Michael Bramos\michael-bramos-1,2006,2009,Miami (OH),MAC,120,3632,,.555,.502,,,8.6,8.9,,2.9,12.2,22.7,,,,8.0,6.9,14.9,,,
742,Chris Carrawell\chris-carrawell-1,1997,2000,Duke,ACC,136,,,.545,.514,,,,,,,,,,,,6.1,8.8,14.9,,,
743,DeMarre Carroll\demarre-carroll-1,2005,2009,Total,Total,134,3277,,.562,.547,,,14.0,13.7,,1.2,11.7,22.1,,,,7.0,7.9,14.9,,,
744,Ernie Duncan\ernie-duncan-1,2015,2019,Vermont,AEC,136,3840,16.6,.614,.583,1.2,8.5,5.0,15.3,1.4,0.5,13.1,19.3,1404,119.6,102.7,9.6,5.3,14.9,4.1,-1.5,2.6
745,Brandon Ewing\brandon-ewing-1,2006,2009,Wyoming,MWC,126,4678,,.580,.502,,,5.2,21.4,,0.2,15.6,23.3,,,,11.9,3.0,14.9,,,
746,Chris Gaynor\chris-gaynor-1,2005,2008,Winthrop,Big South,129,3890,,.560,.544,,,6.3,27.4,,0.4,19.4,15.5,,,,5.5,9.3,14.9,,,
747,David Graves\david-graves-1,1999,2002,Notre Dame,Big East,130,1093,,.585,.552,,,,,,,14.1,,,,,10.2,4.7,14.9,,,
748,Reggie Hamilton\reggie-hamilton-1,2008,2012,Total,Summit,123,3852,28.6,.590,.534,2.7,9.3,6.0,31.3,2.9,0.4,18.7,29.6,1547,120.1,110.9,13.3,1.6,14.9,8.8,-2.8,6.1
749,Stephan Hicks\stephen-hicks-1,2012,2015,Cal State Northridge,Big West,122,3938,22.4,.580,.508,8.1,16.3,12.0,8.1,2.3,1.0,11.9,24.1,1800,117.6,107.8,11.9,3.0,14.9,2.7,-1.7,0.9
750,Jarrius Jackson\jarrius-jackson-1,2004,2007,Texas Tech,Big 12,133,4753,,.550,.503,,,5.4,15.4,,0.2,9.6,23.9,,,,9.6,5.3,14.9,,,
751,Hassan Martin\hassan-martin-1,2014,2017,Rhode Island,A-10,121,3284,22.9,.593,.581,8.8,18.7,13.8,4.9,1.4,10.3,13.0,19.8,1191,114.8,91.8,7.1,7.8,14.9,0.8,6.4,7.1
752,Tywain McKee\tywain-mckee-1,2006,2009,Coppin State,MEAC,127,4382,,.540,.484,,,7.5,22.9,,0.3,15.7,27.9,,,,9.2,5.8,14.9,,,
753,Matt Mooney\matt-mooney-1,2015,2019,Total,Total,135,3834,19.9,.554,.521,1.8,11.9,7.0,18.8,3.5,0.5,14.6,26.4,1798,106.8,95.6,7.2,7.7,14.9,2.7,1.8,4.5
754,Jordan Murphy\jordan-murphy-1,2016,2019,Minnesota,Big Ten,133,3895,22.5,.545,.508,11.5,25.1,18.2,10.6,1.7,3.4,14.2,24.7,1791,108.8,98.4,7.9,6.9,14.9,2.0,3.5,5.5
755,Reed Rawlings\reed-rawlings-1,1997,2000,Samford,TAAC,116,,,.612,.572,,,,,,,,,,,,11.0,3.8,14.9,,,
756,Brandon Rush\brandon-rush-1,2006,2008,Kansas,Big 12,109,3408,,.558,.535,,,9.8,11.3,,1.8,14.8,21.8,,,,6.8,8.1,14.9,,,
757,E.J. Singler\ej-singler-1,2010,2013,Oregon,Total,142,4165,17.5,.578,.521,5.5,16.2,10.7,13.6,1.5,1.7,15.9,19.2,1518,114.4,101.5,9.7,5.2,14.9,4.3,2.1,6.4
758,Andrew Wisniewski\andrew-wisniewski-1,2000,2004,Total,Total,101,,,.612,.561,,,,,,,,,,,,12.3,2.6,14.9,,,
759,Curtis Withers\curtis-withers-1,2003,2006,Charlotte,Total,117,3541,,.512,.471,,,16.0,13.8,,1.8,14.9,27.2,,,,4.3,10.5,14.9,,,
760,Ricky Woods\ricky-woods-2,2003,2006,Total,Total,90,2462,,.556,.530,,,,,,,15.5,,,,,6.6,8.3,14.9,,,
761,Blake Ahearn\blake-ahearn-1,2004,2007,Missouri State,MVC,129,3418,,.616,.544,,,4.2,14.8,,0.1,13.5,23.4,,,,11.9,2.9,14.8,,,
762,Ian Baker\ian-baker-1,2014,2017,New Mexico State,WAC,120,3454,18.0,.563,.513,1.8,11.1,6.7,21.4,2.4,0.3,16.0,21.7,1391,114.4,96.7,8.1,6.6,14.8,3.1,0.3,3.4
763,Robert Battle\robert-battle-1,2000,2003,Drexel,Total,109,1839,,.581,.532,,,14.7,6.7,,7.6,13.3,22.5,,,,5.8,9.1,14.8,,,
764,Kent Bazemore\kent-bazemore-1,2009,2012,Old Dominion,CAA,140,3681,21.2,.510,.490,5.6,14.8,10.1,22.3,4.4,2.1,18.7,23.8,1240,104.1,89.7,5.6,9.3,14.8,3.8,3.9,7.7
765,Jahsha Bluntt\jahsha-bluntt-1,2004,2007,Delaware State,MEAC,130,4174,,.572,.537,,,9.1,8.6,,0.7,13.3,24.1,,,,10.5,4.3,14.8,,,
766,Vince Carter\vince-carter-1,1996,1998,North Carolina,ACC,103,1492,,.622,.603,,,,,,,12.7,,,,,9.0,5.8,14.8,,,
767,Brandon Davies\brandon-davies-1,2010,2013,Brigham Young,Total,135,3251,22.9,.562,.525,8.5,21.0,14.6,13.2,2.3,4.0,15.9,26.4,1621,108.6,92.5,8.0,6.8,14.8,1.9,4.3,6.2
768,Vaughn Duggins\vaughn-duggins-1,2007,2011,Wright State,Horizon,130,4428,22.8,.542,.498,3.8,10.4,6.4,17.8,2.6,0.3,12.8,23.9,958,115.2,99.6,9.0,5.8,14.8,4.4,0.5,4.9
769,Mike Dunleavy\mike-dunleavy-2,2000,2002,Duke,ACC,104,2994,,.580,.560,,,,,,,14.6,,,,,7.0,7.9,14.8,,,
770,William (Bud) Eley\william-bud-eley-1,1996,1999,Southeast Missouri State,OVC,97,,,.557,,,,,,,,,,,,,7.6,7.2,14.8,,,
771,Scott Emerson\scott-emerson-1,2000,2004,Mercer,Total,113,1568,,.583,.552,,,15.5,13.3,,1.4,16.7,24.1,,,,9.9,4.9,14.8,,,
772,Sean Finn\sean-finn-1,2001,2004,Dayton,A-10,123,2196,,.629,.647,,,15.6,5.4,,4.0,14.0,21.4,,,,7.5,7.2,14.8,,,
773,Bryn Forbes\bryn-forbes-1,2013,2016,Total,Total,138,4010,17.4,.611,.578,2.1,8.4,5.2,9.2,1.3,0.2,10.3,20.8,1468,121.2,106.2,10.9,3.9,14.8,5.0,-1.2,3.8
774,James Gist\james-gist-1,2005,2008,Maryland,ACC,130,3242,,.556,.521,,,12.7,8.5,,4.6,15.7,21.4,,,,6.0,8.8,14.8,,,
775,Steven Gray\steven-gray-1,2008,2011,Gonzaga,WCC,125,3689,19.1,.570,.539,2.7,11.1,6.9,17.3,2.6,0.8,14.3,20.0,923,112.0,97.7,8.5,6.3,14.8,4.8,2.2,7.0
776,Thomas Jackson\thomas-jackson-1,1999,2002,Butler,Total,127,1066,,.534,.482,,,6.5,29.7,,0.3,15.0,23.0,,,,6.1,8.7,14.8,,,
777,Kris Jenkins\kris-jenkins-1,2014,2017,Villanova,Big East,146,3319,18.0,.584,.543,2.5,12.8,8.0,12.3,1.8,1.5,10.4,21.1,1277,119.2,97.5,8.7,6.2,14.8,5.3,2.6,8.0
778,Kris Joseph\kris-joseph-1,2009,2012,Syracuse,Big East,140,3725,19.8,.546,.500,5.7,12.9,9.5,10.6,2.7,2.0,13.8,21.9,1289,113.8,95.7,8.0,6.7,14.8,4.5,2.6,7.2
779,Sean Lampley\sean-lampley-1,1998,2001,University of California,Pac-10,123,3086,,.539,.500,,,,,,,17.2,,,,,7.3,7.5,14.8,,,
780,Rahim Lockhart\rahim-lockhart-1,1998,2001,Mississippi,SEC,123,,,.546,.561,,,,,,,15.0,,,,,5.1,9.7,14.8,,,
781,J.J. Mann\jj-mann-1,2011,2014,Belmont,Total,139,3570,19.6,.564,.529,4.1,14.2,9.3,14.2,3.4,0.2,12.1,21.6,1442,115.7,98.3,8.9,5.9,14.8,3.7,1.0,4.7
782,Rashad McCants\rashad-mccants-1,2003,2005,North Carolina,ACC,98,2863,,.597,.574,,,7.6,14.3,,1.4,13.2,26.8,,,,9.9,4.9,14.8,,,
783,Adrian Peterson\adrian-peterson-1,1996,1999,Oklahoma State,Total,122,4014,,.562,.524,,,,,,,11.5,,,,,9.7,5.1,14.8,,,
784,Luke Recker\luke-recker-1,1998,2002,Total,Big Ten,119,1164,,.579,.535,,,6.0,16.8,,0.8,14.3,25.5,,,,10.6,4.3,14.8,,,
785,Justin Rutty\justin-rutty-1,2008,2011,Quinnipiac,NEC,116,3392,23.7,.554,.562,15.6,20.1,17.7,7.4,1.4,2.4,13.5,23.8,827,112.3,96.0,8.2,6.6,14.8,0.8,0.0,0.8
786,Marc Salyers\marc-salyers-1,1998,2001,Samford,TAAC,118,,,.594,.570,,,,,,,16.8,,,,,10.8,4.0,14.8,,,
787,Tyler Seibring\tyler-seibring-1,2016,2019,Elon,CAA,128,4077,20.0,.596,.579,5.2,15.7,10.6,12.2,0.8,2.1,8.3,20.7,1661,120.3,107.7,11.1,3.7,14.8,2.9,-0.5,2.3
788,Matt Stainbrook\matt-stainbrook-1,2011,2015,Total,Total,137,3489,23.2,.593,.572,11.4,20.8,16.2,16.0,1.4,3.5,15.9,22.0,1473,116.1,100.4,9.7,5.1,14.8,3.7,3.2,6.9
789,Greg Stevenson\greg-stevenson-1,1997,2001,Total,Total,118,,,.602,.574,,,,,,,10.7,,,,,9.6,5.2,14.8,,,
790,Eric Stutz\eric-stutz-1,2012,2015,Eastern Kentucky,OVC,133,3392,21.5,.663,.627,9.0,17.4,13.0,12.8,1.7,3.2,17.7,19.8,1343,122.5,102.4,10.6,4.3,14.8,1.5,0.3,1.8
791,Melo Trimble\melo-trimble-1,2015,2017,Maryland,Big Ten,104,3415,20.7,.583,.507,1.0,11.3,6.5,25.0,2.2,0.4,16.5,26.2,1654,113.7,100.9,9.6,5.1,14.8,5.5,1.2,6.7
792,Travis Watson\travis-watson-1,2000,2003,Virginia,ACC,119,1780,,.551,.525,,,18.6,15.0,,2.8,17.3,24.1,,,,6.3,8.5,14.8,,,
793,Morris Almond\morris-almond-1,2004,2007,Rice,Total,121,3279,,.602,.552,,,7.3,10.4,,1.5,14.7,33.7,,,,11.6,3.2,14.7,,,
794,Keith Appling\keith-appling-1,2011,2014,Michigan State,Big Ten,142,4229,16.0,.544,.491,1.8,10.2,6.1,21.1,2.2,1.7,17.6,20.7,1532,108.6,98.7,7.9,6.7,14.7,3.2,2.8,5.9
795,Cameron Ayers\cameron-ayers-1,2011,2014,Bucknell,Patriot,133,3985,17.2,.562,.523,2.9,10.1,6.6,11.9,1.5,0.3,9.6,20.7,1400,114.7,101.0,9.2,5.5,14.7,2.8,-0.3,2.5
796,Moussa Badiane\moussa-badiane-1,2002,2005,East Carolina,CUSA,105,2645,,.553,.515,,,12.1,4.3,,10.1,16.7,16.1,,,,4.3,10.4,14.7,,,
797,Devon Beitzel\devon-beitzel-1,2008,2011,Northern Colorado,Big Sky,115,3002,25.4,.636,.591,2.1,10.0,6.0,13.9,3.0,0.1,13.5,24.6,933,127.5,100.0,11.4,3.3,14.7,7.4,-1.4,6.0
798,Jacob Burtschi\jacob-burtschi-1,2004,2007,Air Force,MWC,125,3431,,.586,.567,,,13.3,16.1,,0.4,10.9,21.9,,,,8.2,6.5,14.7,,,
799,Rotnei Clarke\rotnei-clarke-1,2009,2013,Total,Total,125,4086,19.2,.601,.567,1.1,8.7,4.5,11.0,1.6,0.1,11.1,21.4,1298,119.0,105.5,11.4,3.3,14.7,6.4,-1.2,5.2
800,Jordan Davis\jordan-davis-2,2016,2019,Northern Colorado,Big Sky,130,3988,22.0,.560,.524,3.0,13.8,8.3,28.2,2.2,1.4,17.1,30.5,2291,107.8,103.6,9.5,5.2,14.7,1.1,0.0,1.1
801,Jack Gibbs\jack-gibbs-1,2014,2017,Davidson,Total,119,3618,22.6,.573,.518,2.5,10.1,6.3,26.7,2.6,0.1,13.8,28.8,2003,113.6,106.3,11.0,3.8,14.7,5.9,-0.7,5.2
802,Samme Givens\samme-givens-1,2009,2012,Drexel,CAA,128,3418,21.6,.528,.504,12.8,23.3,18.0,10.8,1.6,3.0,15.1,21.2,1072,108.1,90.9,6.0,8.7,14.7,1.2,4.0,5.2
803,Devin Green\devin-green-1,2002,2005,Hampton,MEAC,123,3835,,.548,.506,,,13.6,15.7,,1.3,17.6,24.2,,,,7.7,7.0,14.7,,,
804,Jeff Green\jeff-green-1,2005,2007,Georgetown,Big East,102,3388,,.565,.533,,,12.7,20.8,,2.9,17.8,24.1,,,,7.5,7.2,14.7,,,
805,Brooks Hall\brooks-hall-1,2000,2003,Dayton,A-10,123,1929,,.579,.552,,,9.5,17.3,,0.8,13.1,21.2,,,,8.2,6.5,14.7,,,
806,Greg Harrington\greg-harrington-1,1999,2002,Tulsa,WAC,141,1082,,.592,.548,,,6.6,28.4,,0.3,21.4,20.8,,,,9.6,5.1,14.7,,,
807,Richard Hendrix\richard-hendrix-1,2006,2008,Alabama,SEC,95,2702,,.599,.592,,,17.3,6.2,,3.9,13.9,18.8,,,,7.9,6.8,14.7,,,
808,Jermaine Jackson\jermaine-jackson-1,1996,1999,Detroit Mercy,MW Coll,118,3039,,.534,.479,,,,,,,19.0,,,,,6.4,8.3,14.7,,,
809,Przemek Karnowski\przemek-karnowski-1,2013,2017,Gonzaga,WCC,152,3212,22.0,.586,.596,9.5,18.8,14.6,9.9,1.1,4.8,16.1,24.3,1422,110.6,92.1,7.2,7.5,14.7,1.1,4.6,5.7
810,Jaren Lewis\jaren-lewis-1,2016,2019,Abilene Christian,Southland,126,3666,21.4,.567,.528,7.6,19.9,13.7,14.4,3.0,2.6,14.9,23.0,1571,110.6,96.8,7.6,7.1,14.7,-0.4,1.4,1.0
811,Luc Richard Mbah a Moute\luc-richard-mbah-a-moute-1,2006,2008,UCLA,Pac-10,107,3155,,.544,.516,,,15.5,9.6,,1.3,18.3,17.7,,,,4.1,10.6,14.7,,,
812,Jordan McLaughlin\jordan-mclaughlin-1,2015,2018,Southern California,Pac-12,128,4294,19.2,.546,.510,2.2,9.5,5.9,31.4,2.8,0.5,16.7,20.9,1838,113.3,105.0,9.8,5.0,14.7,4.5,1.2,5.7
813,Darryl Proctor\darryl-proctor-1,2005,2009,Total,Total,124,4380,,.522,.478,,,13.7,11.2,,0.9,11.6,26.1,,,,6.2,8.6,14.7,,,
814,Laron Profit\laron-profit-1,1996,1999,Maryland,ACC,125,2381,,.546,.517,,,,,,,19.3,,,,,6.7,8.0,14.7,,,
815,Ricky Tarrant\ricky-tarrant-1,2012,2016,Total,Total,119,3760,18.7,.546,.470,1.5,9.8,5.4,22.0,2.7,0.1,13.8,23.9,1608,112.3,100.8,9.6,5.1,14.7,4.2,-0.6,3.6
816,Mekeli Wesley\mekeli-wesley-1,1998,2001,Brigham Young,Total,115,,,.566,.502,,,,,,,14.6,,,,,9.6,5.1,14.7,,,
817,Chad Angeli\chad-angeli-1,1998,2001,Milwaukee,MW Coll,111,,,.651,.569,,,,,,,17.6,,,,,12.1,2.5,14.6,,,
818,Justin Cage\justin-cage-1,2004,2007,Xavier,A-10,131,3888,,.621,.568,,,9.8,8.2,,1.2,17.6,15.2,,,,8.6,6.0,14.6,,,
819,Kris Clack\kris-clack-1,1996,1999,Texas,Total,120,,,.527,.492,,,,,,,,,,,,5.5,9.1,14.6,,,
820,Chris Devine\chris-devine-1,2006,2009,UC-Santa Barbara,Big West,119,3555,,.585,.535,,,12.8,11.3,,0.8,18.0,25.2,,,,9.6,5.0,14.6,,,
821,Dorian Finney-Smith\dorian-finney-smith-1,2012,2016,Total,Total,134,3834,18.7,.520,.490,10.5,18.7,14.5,14.0,1.7,2.6,14.9,21.9,1475,108.3,95.4,6.9,7.7,14.6,4.0,4.4,8.4
822,Marcus Georges-Hunt\marcus-georges-hunt-1,2013,2016,Georgia Tech,ACC,130,4017,18.8,.536,.479,5.6,11.4,8.4,14.9,1.8,0.7,12.0,23.3,1669,113.2,103.8,9.7,4.8,14.6,4.2,1.7,5.9
823,Matt Harpring\matt-harpring-1,1996,1998,Georgia Tech,ACC,95,2343,,.572,.528,,,,,,,15.2,,,,,10.0,4.6,14.6,,,
824,Jalen Hayes\jalen-hayes-1,2014,2018,Oakland,Horizon,134,3901,20.4,.574,.534,8.2,18.9,13.7,9.2,1.9,2.0,12.1,22.2,1714,114.7,102.4,9.3,5.4,14.6,0.5,0.6,1.1
825,Chris Horton\chris-horton-1,2013,2016,Austin Peay,OVC,127,3932,25.1,.573,.552,14.3,23.4,18.7,8.2,1.9,8.6,15.2,22.2,1718,112.7,101.9,9.1,5.4,14.6,0.0,2.9,2.9
826,Dalron Johnson\dalron-johnson-1,2000,2003,Nevada-Las Vegas,MWC,122,2088,,.546,.504,,,12.0,14.0,,3.2,15.4,26.4,,,,6.8,7.8,14.6,,,
827,Tyler Kalinoski\tyler-kalinoski-1,2012,2015,Davidson,Total,132,3570,18.5,.580,.557,4.8,12.4,8.6,17.5,2.1,0.7,11.1,18.4,1333,122.8,103.1,10.2,4.4,14.6,5.3,0.5,5.8
828,D.J. Kennedy\dj-kennedy-1,2008,2011,St. John's (NY),Big East,129,3927,22.6,.551,.492,6.0,17.3,11.6,16.7,2.9,1.6,16.3,21.1,822,114.1,98.0,7.8,6.8,14.6,4.3,5.0,9.3
829,John Lucas\john-lucas-2,2002,2005,Total,Big 12,126,4379,,.572,.539,,,4.1,24.4,,0.0,12.4,21.9,,,,10.2,4.4,14.6,,,
830,Bill Phillips\bill-phillips-1,1998,2002,Total,Total,120,1027,,.609,.588,,,,,,,18.9,,,,,8.2,6.4,14.6,,,
831,Anthony Raffa\anthony-raffa-1,2009,2013,Total,Total,122,3406,23.8,.558,.517,4.2,10.6,7.4,14.7,3.1,0.3,14.4,27.0,1344,115.7,97.7,9.5,5.1,14.6,3.5,-1.6,1.9
832,Drake Reed\drake-reed-1,2006,2009,Austin Peay,OVC,131,4093,,.569,.533,,,12.0,13.0,,1.2,15.4,25.7,,,,9.7,4.9,14.6,,,
833,Larry Sanders\larry-sanders-1,2008,2010,Virginia Commonwealth,CAA,101,2376,29.5,.538,.523,12.9,24.9,18.6,5.5,1.6,10.7,13.8,23.5,472,116.4,90.8,4.7,10.0,14.6,,,
834,Jeryl Sasser\jeryl-sasser-1,1998,2001,Southern Methodist,WAC,117,3117,,.485,.433,,,,,,,12.8,,,,,2.9,11.6,14.6,,,
835,Kaleb Tarczewski\kaleb-tarczewski-1,2013,2016,Arizona,Pac-12,135,3489,17.1,.605,.561,9.9,20.1,15.1,3.4,0.7,3.5,17.2,17.4,1147,115.2,93.6,7.1,7.5,14.6,1.6,4.1,5.7
836,Jermaine Taylor\jermaine-taylor-1,2006,2009,Central Florida,CUSA,122,3146,,.577,.548,,,9.4,14.4,,1.3,13.3,34.0,,,,10.6,4.1,14.6,,,
837,Larry Anderson\larry-anderson-1,2009,2012,Long Beach State,Big West,122,3852,20.2,.576,.539,5.3,12.6,9.0,18.7,3.3,1.4,18.0,21.1,1225,111.1,97.1,8.8,5.7,14.5,4.4,3.2,7.6
838,Charlie Bell\charlie-bell-1,1998,2001,Michigan State,Big Ten,140,2973,,.536,.492,,,,,,,17.6,,,,,6.3,8.2,14.5,,,
839,Elton Brand\elton-brand-1,1998,1999,Duke,ACC,60,1141,,.635,.612,,,,,,,11.2,,,,,6.8,7.7,14.5,,,
840,Caswell Cyrus\caswell-cyrus-1,1997,2000,St. Bonaventure,A-10,114,,,.519,.498,,,,,,,,,,,,3.8,10.7,14.5,,,
841,Chris Duhon\chris-duhon-1,2001,2004,Duke,ACC,144,4813,,.529,.497,,,5.8,30.0,,0.3,22.8,16.3,,,,4.6,9.8,14.5,,,
842,Chris Fowler\chris-fowler-1,2013,2016,Central Michigan,MAC,120,3927,21.5,.567,.522,2.0,9.9,5.8,37.5,2.8,0.4,17.6,24.7,1913,114.4,108.5,11.5,2.9,14.5,3.0,-1.8,1.2
843,Eric Garcia\eric-garcia-2,2014,2017,Wofford,Southern,128,3777,17.1,.616,.560,1.1,8.7,4.8,27.1,1.3,0.1,14.7,17.0,1366,126.6,107.9,11.1,3.4,14.5,3.1,-2.3,0.8
